A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	#	0	1	0	#	0	0.23920311531878313	0.7511961722488039	4	146.1858762682109	9987	3	0.6666666666666666	584.7435050728436	471	627
1	#	0	#	#	0	0	0.23793817536009593	0.7504	4	156.38094718669012	9987	8	0.5	625.5237887467605	938	1250
1	#	#	#	1	1	1	1.0	1.0	17	167.51983063725348	9956	18	0.5	2847.837120833309	1248	1248
#	#	0	0	#	#	0	0.2376220245601415	0.7502004811547714	4	153.27101364307887	9999	20	0.3333333333333333	613.0840545723155	1871	2494
#	#	1	#	#	#	1	0.09555870199959444	0.625250501002004	2	159.0048208229025	9990	21	0.16666666666666666	3771.179472453298	3120	4990
#	0	0	1	#	0	0	0.2373046875	0.75	4	138.83417182444597	9987	32	0.6666666666666666	555.3366872977839	468	624
1	#	#	#	#	0	0	0.23714595527324203	0.7498996386993175	5	158.14324615971228	9987	39	0.3333333333333333	9446.090370623402	1868	2491
0	#	#	1	1	1	1	0.23921534339162237	0.7512038523274478	4	192.63247817145412	9973	43	0.6666666666666666	770.5299126858165	468	623
1	#	#	#	#	1	1	0.2373046875	0.75	9	147.72060703453002	9990	55	0.3333333333333333	28569.12542103396	1866	2488
#	#	0	#	1	1	1	0.09521395978374295	0.6247987117552335	2	127.86326108869562	9956	58	0.5	3043.563036399603	776	1242
#	#	0	#	#	0	0	0.23794226017771394	0.750402576489533	5	152.74721428176406	9987	63	0.3333333333333333	9093.244838271756	1864	2484
#	#	1	#	0	0	0	0.095367431640625	0.625	1	154.6813915416356	9893	64	0.5	154.6813915416356	775	1240
#	0	0	#	#	#	0	0.23810154604195244	0.7505030181086519	7	150.07868903171126	9999	65	0.3333333333333333	17499.677779814774	1865	2485
0	#	1	#	1	#	1	0.2373046875	0.75	4	183.49537669386012	9973	68	0.5	733.9815067754405	930	1240
#	#	#	1	#	1	1	0.23666848226979803	0.749597423510467	6	158.55692697022076	9996	68	0.3333333333333333	13665.466290567514	1862	2484
#	#	#	1	0	1	1	0.09490612600036921	0.624394184168013	1	135.1317947740703	9996	91	0.5	135.1317947740703	773	1238
#	#	0	0	#	0	0	0.5140956748253014	0.8754045307443366	9	182.9339221902534	9951	95	0.5	1646.4052997122808	1082	1236
0	#	1	#	1	0	1	0.2379463980161281	0.7504051863857374	4	169.79362628937383	9854	121	0.6666666666666666	679.1745051574953	463	617
0	#	1	#	#	#	1	0.23778603559223102	0.7503040129712201	6	159.16405628968744	9973	121	0.3333333333333333	13653.321382979759	1851	2467
#	#	#	#	0	1	0	0.03137682613192402	0.5004051863857374	1	129.33036495982236	9999	137	0.3333333333333333	2335.4396652843866	1235	2468
0	#	#	1	#	0	1	0.23666228211779275	0.7495934959349594	5	146.8563180953567	9950	156	0.5	8789.835679479505	922	1230
#	#	#	#	#	1	1	0.09532862337563881	0.6249491249491249	2	143.960778133349	9996	174	0.16666666666666666	3422.614731843352	3071	4914
#	0	0	#	#	0	0	0.23795058991439386	0.7504078303425775	4	160.0264707456498	9987	191	0.5	640.1058829825992	920	1226
#	#	0	1	#	0	0	0.09606900363863105	0.6259168704156479	1	130.15601011043094	9987	191	0.5	130.15601011043094	768	1227
0	#	#	1	0	#	1	0.23633451428029112	0.7493857493857494	4	140.60425909676633	9996	220	0.5	562.4170363870653	915	1221
#	#	#	#	0	0	0	0.23779156605491902	0.7503075030750308	8	171.07850138479873	9987	229	0.3333333333333333	26088.92139421508	1830	2439
#	1	#	1	#	1	1	1.0	1.0	18	161.52154429819555	9996	235	0.5	29651.90694339226	1220	1220
#	#	#	1	1	1	1	0.5144109520168805	0.8755118755118755	10	190.07814475825515	9973	235	0.5	20936.261695520287	1069	1221
1	#	#	0	#	0	0	0.2376298514516035	0.7502054231717338	6	173.5134536550202	9979	256	0.5	14894.016084108676	913	1217
0	#	1	#	0	#	1	0.2373046875	0.75	8	129.1258139371123	9950	263	0.5	19731.672073900925	912	1216
#	#	#	1	#	#	1	0.09521016348284841	0.6247937293729373	4	150.9421363064925	9996	300	0.16666666666666666	14372.235478769408	3029	4848
#	#	1	#	#	0	1	0.0311856201290102	0.4997938144329897	1	165.60330252715406	9964	300	0.3333333333333333	3008.7892519841375	1212	2425
#	#	#	0	#	#	0	0.09509223517919582	0.6246388774246802	1	143.9295761310231	9999	305	0.16666666666666666	143.9295761310231	3027	4846
#	#	#	#	1	1	1	0.23746809796584564	0.7501032631144156	4	175.514260692626	9973	314	0.3333333333333333	702.057042770504	1816	2421
#	#	0	#	#	#	0	0.09534768437775312	0.6249741147235452	3	146.93076864065753	9999	340	0.16666666666666666	7858.185379127781	3018	4829
#	#	#	0	#	0	0	0.23697664678781138	0.749792531120332	8	169.97111142657468	9979	357	0.3333333333333333	32917.87132548347	1807	2410
#	0	0	#	#	1	0	0.23664951206490956	0.7495854063018242	4	134.1339376790416	9999	358	0.5	536.5357507161664	904	1206
#	#	#	0	0	#	0	0.2376341857656549	0.7502081598667777	3	146.55418827533492	9999	393	0.3333333333333333	439.66256482600477	1802	2402
